Circuito,Anno,Scuderia,Pilota,Nazionalità,Posizione Finale
United States Grand Prix,1975,Tyrrell,Leclère,French,20
United States Grand Prix,1975,Tyrrell,Depailler,French,21
United States Grand Prix,1975,Brabham,Pace,Brazilian,22
United States Grand Prix,1975,Williams,Laffite,French,23
United States Grand Prix,1975,Williams,Lombardi,Italian,24
Argentine Grand Prix,1974,McLaren,Hulme,New Zealander,1
Argentine Grand Prix,1974,Ferrari,Lauda,Austrian,2
Argentine Grand Prix,1974,Ferrari,Regazzoni,Swiss,3
Argentine Grand Prix,1974,McLaren,Hailwood,British,4
Argentine Grand Prix,1974,BRM,Beltoise,French,5
Argentine Grand Prix,1974,Tyrrell,Depailler,French,6
Argentine Grand Prix,1974,Brabham,Reutemann,Argentine,7
Argentine Grand Prix,1974,March,Ganley,New Zealander,8
Argentine Grand Prix,1974,BRM,Pescarolo,French,9
Argentine Grand Prix,1974,McLaren,Fittipaldi,Brazilian,10
Argentine Grand Prix,1974,Lola,Edwards,British,11
Argentine Grand Prix,1974,Brabham,Watson,British,12
Argentine Grand Prix,1974,Team Lotus,Peterson,Swedish,13
Argentine Grand Prix,1974,Lola,Hill,British,14
Argentine Grand Prix,1974,Team Lotus,Ickx,Belgian,15
Argentine Grand Prix,1974,Brabham,Robarts,British,16
Argentine Grand Prix,1974,March,Stuck,German,17
Argentine Grand Prix,1974,BRM,Migault,French,18
Argentine Grand Prix,1974,Tyrrell,Scheckter,South African,19
Argentine Grand Prix,1974,Surtees,Pace,Brazilian,20
Argentine Grand Prix,1974,Iso Marlboro,Merzario,Italian,21
Argentine Grand Prix,1974,March,Hunt,British,22
Argentine Grand Prix,1974,Surtees,Mass,German,23
Argentine Grand Prix,1974,Shadow,Revson,American,24
Argentine Grand Prix,1974,Shadow,Jarier,French,25
Brazilian Grand Prix,1974,McLaren,Fittipaldi,Brazilian,1
Brazilian Grand Prix,1974,Ferrari,Regazzoni,Swiss,2
Brazilian Grand Prix,1974,Team Lotus,Ickx,Belgian,3
Brazilian Grand Prix,1974,Surtees,Pace,Brazilian,4
Brazilian Grand Prix,1974,McLaren,Hailwood,British,5
Brazilian Grand Prix,1974,Team Lotus,Peterson,Swedish,6
Brazilian Grand Prix,1974,Brabham,Reutemann,Argentine,7
Brazilian Grand Prix,1974,Tyrrell,Depailler,French,8
Brazilian Grand Prix,1974,March,Hunt,British,9
Brazilian Grand Prix,1974,BRM,Beltoise,French,10
Brazilian Grand Prix,1974,Lola,Hill,British,11
Brazilian Grand Prix,1974,McLaren,Hulme,New Zealander,12
Brazilian Grand Prix,1974,Tyrrell,Scheckter,South African,13
Brazilian Grand Prix,1974,BRM,Pescarolo,French,14
Brazilian Grand Prix,1974,Brabham,Robarts,British,15
Brazilian Grand Prix,1974,BRM,Migault,French,16
Brazilian Grand Prix,1974,Surtees,Mass,German,17
Brazilian Grand Prix,1974,Brabham,Watson,British,18
Brazilian Grand Prix,1974,March,Stuck,German,19
Brazilian Grand Prix,1974,Shadow,Jarier,French,20
Brazilian Grand Prix,1974,Iso Marlboro,Merzario,Italian,21
Brazilian Grand Prix,1974,Shadow,Revson,American,22
Brazilian Grand Prix,1974,March,Ganley,New Zealander,23
Brazilian Grand Prix,1974,Ferrari,Lauda,Austrian,24
Brazilian Grand Prix,1974,Lola,Edwards,British,25
South African Grand Prix,1974,Brabham,Reutemann,Argentine,1
South African Grand Prix,1974,BRM,Beltoise,French,2
South African Grand Prix,1974,McLaren,Hailwood,British,3
South African Grand Prix,1974,Tyrrell,Depailler,French,4
South African Grand Prix,1974,March,Stuck,German,5
South African Grand Prix,1974,Iso Marlboro,Merzario,Italian,6
South African Grand Prix,1974,McLaren,Fittipaldi,Brazilian,7
South African Grand Prix,1974,Tyrrell,Scheckter,South African,8
South African Grand Prix,1974,McLaren,Hulme,New Zealander,9
South African Grand Prix,1974,March,Brambilla,Italian,10
South African Grand Prix,1974,Surtees,Pace,Brazilian,11
South African Grand Prix,1974,Lola,Hill,British,12
South African Grand Prix,1974,Team Lotus,Scheckter,South African,13
South African Grand Prix,1974,Tyrrell,Keizan,South African,14
South African Grand Prix,1974,BRM,Migault,French,15
South African Grand Prix,1974,Ferrari,Lauda,Austrian,16
South African Grand Prix,1974,Brabham,Robarts,British,17
South African Grand Prix,1974,BRM,Pescarolo,French,18
South African Grand Prix,1974,McLaren,Charlton,South African,19
South African Grand Prix,1974,Ferrari,Regazzoni,Swiss,20
South African Grand Prix,1974,Brabham,Watson,British,21
South African Grand Prix,1974,Team Lotus,Ickx,Belgian,22
South African Grand Prix,1974,Hesketh,Hunt,British,23
South African Grand Prix,1974,Surtees,Mass,German,24
South African Grand Prix,1974,Team Lotus,Driver,South African,25
South African Grand Prix,1974,Team Lotus,Peterson,Swedish,26
South African Grand Prix,1974,Iso Marlboro,Belsø,Danish,27
Spanish Grand Prix,1974,Ferrari,Lauda,Austrian,1
Spanish Grand Prix,1974,Ferrari,Regazzoni,Swiss,2
Spanish Grand Prix,1974,McLaren,Fittipaldi,Brazilian,3
Spanish Grand Prix,1974,March,Stuck,German,4
Spanish Grand Prix,1974,Tyrrell,Scheckter,South African,5
Spanish Grand Prix,1974,McLaren,Hulme,New Zealander,6
Spanish Grand Prix,1974,Shadow,Redman,British,7
Spanish Grand Prix,1974,Tyrrell,Depailler,French,8
Spanish Grand Prix,1974,McLaren,Hailwood,British,9
Spanish Grand Prix,1974,Hesketh,Hunt,British,10
Spanish Grand Prix,1974,Brabham,Watson,British,11
Spanish Grand Prix,1974,BRM,Pescarolo,French,12
Spanish Grand Prix,1974,Surtees,Pace,Brazilian,13
Spanish Grand Prix,1974,Trojan,Schenken,Australian,14
Spanish Grand Prix,1974,Shadow,Jarier,French,15
Spanish Grand Prix,1974,Lola,Hill,British,16
Spanish Grand Prix,1974,Iso Marlboro,Merzario,Italian,17
Spanish Grand Prix,1974,Surtees,Mass,German,18
Spanish Grand Prix,1974,BRM,Migault,French,19
Spanish Grand Prix,1974,Team Lotus,Ickx,Belgian,20
Spanish Grand Prix,1974,Team Lotus,Peterson,Swedish,21
Spanish Grand Prix,1974,Amon,Amon,New Zealander,22
Spanish Grand Prix,1974,Brabham,von Opel,Liechtensteiner,23
Spanish Grand Prix,1974,Brabham,Reutemann,Argentine,24
Spanish Grand Prix,1974,BRM,Beltoise,French,25
Spanish Grand Prix,1974,Lola,Edwards,British,26
Spanish Grand Prix,1974,Iso Marlboro,Belsø,Danish,27
Belgian Grand Prix,1974,McLaren,Fittipaldi,Brazilian,1
Belgian Grand Prix,1974,Ferrari,Lauda,Austrian,2
Belgian Grand Prix,1974,Tyrrell,Scheckter,South African,3
Belgian Grand Prix,1974,Ferrari,Regazzoni,Swiss,4
Belgian Grand Prix,1974,BRM,Beltoise,French,5
Belgian Grand Prix,1974,McLaren,Hulme,New Zealander,6
Belgian Grand Prix,1974,McLaren,Hailwood,British,7
Belgian Grand Prix,1974,Lola,Hill,British,8
Belgian Grand Prix,1974,March,Brambilla,Italian,9
Belgian Grand Prix,1974,Trojan,Schenken,Australian,10
Belgian Grand Prix,1974,Brabham,Watson,British,11
Belgian Grand Prix,1974,Lola,Edwards,British,12
Belgian Grand Prix,1974,Shadow,Jarier,French,13
Belgian Grand Prix,1974,Iso Marlboro,van Lennep,Dutch,14
Belgian Grand Prix,1974,Ensign,Schuppan,Australian,15
Belgian Grand Prix,1974,BRM,Migault,French,16
Belgian Grand Prix,1974,Brabham,Pilette,Belgian,17
Belgian Grand Prix,1974,Shadow,Redman,British,18
Belgian Grand Prix,1974,Team Lotus,Ickx,Belgian,19
Belgian Grand Prix,1974,Token,Pryce,British,20
Belgian Grand Prix,1974,Brabham,Reutemann,Argentine,21
Belgian Grand Prix,1974,Team Lotus,Peterson,Swedish,22
Belgian Grand Prix,1974,Tyrrell,Depailler,French,23
Belgian Grand Prix,1974,Surtees,Mass,German,24
Belgian Grand Prix,1974,Brabham,Larrousse,French,25
Belgian Grand Prix,1974,Surtees,Pace,Brazilian,26
Belgian Grand Prix,1974,Brabham,von Opel,Liechtensteiner,27
Belgian Grand Prix,1974,Hesketh,Hunt,British,28
Belgian Grand Prix,1974,Iso Marlboro,Merzario,Italian,29
Belgian Grand Prix,1974,BRM,Pescarolo,French,30
Belgian Grand Prix,1974,March,Stuck,German,31
Belgian Grand Prix,1974,Surtees,Kinnunen,Finnish,32
Monaco Grand Prix,1974,Team Lotus,Peterson,Swedish,1
Monaco Grand Prix,1974,Tyrrell,Scheckter,South African,2
Monaco Grand Prix,1974,Shadow,Jarier,French,3
Monaco Grand Prix,1974,Ferrari,Regazzoni,Swiss,4
Monaco Grand Prix,1974,McLaren,Fittipaldi,Brazilian,5
Monaco Grand Prix,1974,Brabham,Watson,British,6
Monaco Grand Prix,1974,Lola,Hill,British,7
Monaco Grand Prix,1974,Lola,Edwards,British,8
Monaco Grand Prix,1974,Tyrrell,Depailler,French,9
Monaco Grand Prix,1974,BRM,Pescarolo,French,10
Monaco Grand Prix,1974,Team Lotus,Ickx,Belgian,11
Monaco Grand Prix,1974,Ferrari,Lauda,Austrian,12
Monaco Grand Prix,1974,Hesketh,Hunt,British,13
Monaco Grand Prix,1974,McLaren,Hailwood,British,14
Monaco Grand Prix,1974,Brabham,Reutemann,Argentine,15
Monaco Grand Prix,1974,BRM,Migault,French,16
Monaco Grand Prix,1974,Ensign,Schuppan,Australian,17
Monaco Grand Prix,1974,March,Stuck,German,18
Monaco Grand Prix,1974,BRM,Beltoise,French,19
Monaco Grand Prix,1974,McLaren,Hulme,New Zealander,20
Monaco Grand Prix,1974,Iso Marlboro,Merzario,Italian,21
Monaco Grand Prix,1974,March,Brambilla,Italian,22
Monaco Grand Prix,1974,Shadow,Redman,British,23
Monaco Grand Prix,1974,Surtees,Pace,Brazilian,24
Monaco Grand Prix,1974,Trojan,Schenken,Australian,25
Monaco Grand Prix,1974,Surtees,Mass,German,26
Monaco Grand Prix,1974,Amon,Amon,New Zealander,27
Monaco Grand Prix,1974,Brabham,von Opel,Liechtensteiner,28
Swedish Grand Prix,1974,Tyrrell,Scheckter,South African,1
Swedish Grand Prix,1974,Tyrrell,Depailler,French,2
Swedish Grand Prix,1974,Hesketh,Hunt,British,3
Swedish Grand Prix,1974,McLaren,Fittipaldi,Brazilian,4
Swedish Grand Prix,1974,Shadow,Jarier,French,5
Swedish Grand Prix,1974,Lola,Hill,British,6
Swedish Grand Prix,1974,Lola,Edwards,British,7
Swedish Grand Prix,1974,Iso Marlboro,Belsø,Danish,8
Swedish Grand Prix,1974,Brabham,von Opel,Liechtensteiner,9
Swedish Grand Prix,1974,March,Brambilla,Italian,10
Swedish Grand Prix,1974,Brabham,Watson,British,11
Swedish Grand Prix,1974,Ensign,Schuppan,Australian,12
Swedish Grand Prix,1974,Ferrari,Lauda,Austrian,13
Swedish Grand Prix,1974,March,Wisell,Swedish,14
Swedish Grand Prix,1974,McLaren,Hulme,New Zealander,15
Swedish Grand Prix,1974,Surtees,Mass,German,16
Swedish Grand Prix,1974,Brabham,Reutemann,Argentine,17
Swedish Grand Prix,1974,Team Lotus,Ickx,Belgian,18
Swedish Grand Prix,1974,Ferrari,Regazzoni,Swiss,19
Swedish Grand Prix,1974,Surtees,Pace,Brazilian,20
Swedish Grand Prix,1974,Team Lotus,Peterson,Swedish,21
Swedish Grand Prix,1974,Surtees,Kinnunen,Finnish,22
Swedish Grand Prix,1974,McLaren,Hailwood,British,23
Swedish Grand Prix,1974,BRM,Beltoise,French,24
Swedish Grand Prix,1974,Shadow,Roos,Swedish,25
Swedish Grand Prix,1974,BRM,Pescarolo,French,26
Swedish Grand Prix,1974,Iso Marlboro,Robarts,British,27
Dutch Grand Prix,1974,Ferrari,Lauda,Austrian,1
Dutch Grand Prix,1974,Ferrari,Regazzoni,Swiss,2
Dutch Grand Prix,1974,McLaren,Fittipaldi,Brazilian,3
Dutch Grand Prix,1974,McLaren,Hailwood,British,4
Dutch Grand Prix,1974,Tyrrell,Scheckter,South African,5
Dutch Grand Prix,1974,Tyrrell,Depailler,French,6
Dutch Grand Prix,1974,Brabham,Watson,British,7
Dutch Grand Prix,1974,Team Lotus,Peterson,Swedish,8
Dutch Grand Prix,1974,Brabham,von Opel,Liechtensteiner,9
Dutch Grand Prix,1974,March,Brambilla,Italian,10
Dutch Grand Prix,1974,Team Lotus,Ickx,Belgian,11
Dutch Grand Prix,1974,Brabham,Reutemann,Argentine,12
Dutch Grand Prix,1974,Ensign,Schuppan,Australian,13
Dutch Grand Prix,1974,McLaren,Hulme,New Zealander,14
Dutch Grand Prix,1974,BRM,Migault,French,15
Dutch Grand Prix,1974,Iso Marlboro,Merzario,Italian,16
Dutch Grand Prix,1974,Lola,Edwards,British,17
Dutch Grand Prix,1974,Shadow,Jarier,French,18
Dutch Grand Prix,1974,BRM,Beltoise,French,19
Dutch Grand Prix,1974,Lola,Hill,British,20
Dutch Grand Prix,1974,BRM,Pescarolo,French,21
Dutch Grand Prix,1974,Surtees,Mass,German,22
Dutch Grand Prix,1974,Hesketh,Hunt,British,23
Dutch Grand Prix,1974,Shadow,Pryce,British,24
Dutch Grand Prix,1974,March,Stuck,German,25
Dutch Grand Prix,1974,Trojan,Schenken,Australian,26
Dutch Grand Prix,1974,Iso Marlboro,van Lennep,Dutch,27
French Grand Prix,1974,Team Lotus,Peterson,Swedish,1
French Grand Prix,1974,Ferrari,Lauda,Austrian,2
French Grand Prix,1974,Ferrari,Regazzoni,Swiss,3
French Grand Prix,1974,Tyrrell,Scheckter,South African,4
French Grand Prix,1974,Team Lotus,Ickx,Belgian,5
French Grand Prix,1974,McLaren,Hulme,New Zealander,6
French Grand Prix,1974,McLaren,Hailwood,British,7
French Grand Prix,1974,Tyrrell,Depailler,French,8
French Grand Prix,1974,Iso Marlboro,Merzario,Italian,9
French Grand Prix,1974,BRM,Beltoise,French,10
French Grand Prix,1974,March,Brambilla,Italian,11
French Grand Prix,1974,Shadow,Jarier,French,12
French Grand Prix,1974,Lola,Hill,British,13
French Grand Prix,1974,BRM,Migault,French,14
French Grand Prix,1974,Lola,Edwards,British,15
French Grand Prix,1974,Brabham,Watson,British,16
French Grand Prix,1974,McLaren,Fittipaldi,Brazilian,17
French Grand Prix,1974,Brabham,Reutemann,Argentine,18
French Grand Prix,1974,Surtees,Mass,German,19
French Grand Prix,1974,Shadow,Pryce,British,20
French Grand Prix,1974,BRM,Pescarolo,French,21
French Grand Prix,1974,Hesketh,Hunt,British,22
French Grand Prix,1974,Ensign,Schuppan,Australian,23
French Grand Prix,1974,Brabham,von Opel,Liechtensteiner,24
French Grand Prix,1974,Brabham,Pace,Brazilian,25
French Grand Prix,1974,Iso Marlboro,Jabouille,French,26
French Grand Prix,1974,March,Stuck,German,27
French Grand Prix,1974,Surtees,Dolhem,French,28
French Grand Prix,1974,Surtees,Kinnunen,Finnish,29
French Grand Prix,1974,Brabham,Larrousse,French,30
British Grand Prix,1974,Tyrrell,Scheckter,South African,1
British Grand Prix,1974,McLaren,Fittipaldi,Brazilian,2
British Grand Prix,1974,Team Lotus,Ickx,Belgian,3
British Grand Prix,1974,Ferrari,Regazzoni,Swiss,4
British Grand Prix,1974,Ferrari,Lauda,Austrian,5
British Grand Prix,1974,Brabham,Reutemann,Argentine,6
British Grand Prix,1974,McLaren,Hulme,New Zealander,7
British Grand Prix,1974,Shadow,Pryce,British,8
British Grand Prix,1974,Brabham,Pace,Brazilian,9
British Grand Prix,1974,Team Lotus,Peterson,Swedish,10
British Grand Prix,1974,Brabham,Watson,British,11
British Grand Prix,1974,BRM,Beltoise,French,12
British Grand Prix,1974,Lola,Hill,British,13
British Grand Prix,1974,Surtees,Mass,German,14
British Grand Prix,1974,BRM,Pescarolo,French,15
British Grand Prix,1974,BRM,Migault,French,16
British Grand Prix,1974,McLaren,Hailwood,British,17
British Grand Prix,1974,Shadow,Jarier,French,18
British Grand Prix,1974,March,Stuck,German,19
British Grand Prix,1974,Tyrrell,Depailler,French,20
British Grand Prix,1974,Iso Marlboro,Merzario,Italian,21
British Grand Prix,1974,March,Brambilla,Italian,22
British Grand Prix,1974,Trojan,Schenken,Australian,23
British Grand Prix,1974,Hesketh,Hunt,British,24
British Grand Prix,1974,Lola,Gethin,British,25
British Grand Prix,1974,Token,Purley,British,26
British Grand Prix,1974,Surtees,Bell,British,27
British Grand Prix,1974,Iso Marlboro,Belsø,Danish,28
British Grand Prix,1974,Brabham,Lombardi,Italian,29
British Grand Prix,1974,Ensign,Schuppan,Australian,30
British Grand Prix,1974,Lyncar,Nicholson,New Zealander,31
British Grand Prix,1974,Maki,Ganley,New Zealander,32
British Grand Prix,1974,March,Wilds,British,33
British Grand Prix,1974,Surtees,Kinnunen,Finnish,34
German Grand Prix,1974,Ferrari,Regazzoni,Swiss,1
German Grand Prix,1974,Tyrrell,Scheckter,South African,2
German Grand Prix,1974,Brabham,Reutemann,Argentine,3
German Grand Prix,1974,Team Lotus,Peterson,Swedish,4
German Grand Prix,1974,Team Lotus,Ickx,Belgian,5
German Grand Prix,1974,Shadow,Pryce,British,6
German Grand Prix,1974,March,Stuck,German,7
German Grand Prix,1974,Shadow,Jarier,French,8
German Grand Prix,1974,Lola,Hill,British,9
German Grand Prix,1974,BRM,Pescarolo,French,10
German Grand Prix,1974,Surtees,Bell,British,11
German Grand Prix,1974,Brabham,Pace,Brazilian,12
German Grand Prix,1974,March,Brambilla,Italian,13
German Grand Prix,1974,Token,Ashley,British,14
German Grand Prix,1974,McLaren,Hailwood,British,15
German Grand Prix,1974,Surtees,Mass,German,16
German Grand Prix,1974,Hesketh,Hunt,British,17
German Grand Prix,1974,Tyrrell,Depailler,French,18
German Grand Prix,1974,Iso Marlboro,Merzario,Italian,19
German Grand Prix,1974,BRM,Beltoise,French,20
German Grand Prix,1974,Ensign,Schuppan,Australian,21
German Grand Prix,1974,McLaren,Fittipaldi,Brazilian,22
German Grand Prix,1974,Iso Marlboro,Laffite,French,23
German Grand Prix,1974,Brabham,Watson,British,24
German Grand Prix,1974,Ferrari,Lauda,Austrian,25
German Grand Prix,1974,McLaren,Hulme,New Zealander,26
German Grand Prix,1974,BRM,Migault,French,27
German Grand Prix,1974,Trojan,Schenken,Australian,28
German Grand Prix,1974,Lola,Edwards,British,29
German Grand Prix,1974,Amon,Perkins,Australian,30
German Grand Prix,1974,Amon,Amon,New Zealander,31
German Grand Prix,1974,Maki,Ganley,New Zealander,32
Austrian Grand Prix,1974,Brabham,Reutemann,Argentine,1
Austrian Grand Prix,1974,McLaren,Hulme,New Zealander,2
Austrian Grand Prix,1974,Hesketh,Hunt,British,3
Austrian Grand Prix,1974,Brabham,Watson,British,4
Austrian Grand Prix,1974,Ferrari,Regazzoni,Swiss,5
Austrian Grand Prix,1974,March,Brambilla,Italian,6
Austrian Grand Prix,1974,McLaren,Hobbs,British,7
Austrian Grand Prix,1974,Shadow,Jarier,French,8
Austrian Grand Prix,1974,Surtees,Quester,Austrian,9
Austrian Grand Prix,1974,Trojan,Schenken,Australian,10
Austrian Grand Prix,1974,March,Stuck,German,11
Austrian Grand Prix,1974,Lola,Hill,British,12
Austrian Grand Prix,1974,Token,Ashley,British,13
Austrian Grand Prix,1974,Team Lotus,Peterson,Swedish,14
Austrian Grand Prix,1974,Team Lotus,Ickx,Belgian,15
Austrian Grand Prix,1974,Tyrrell,Depailler,French,16
Austrian Grand Prix,1974,Brabham,Pace,Brazilian,17
Austrian Grand Prix,1974,McLaren,Fittipaldi,Brazilian,18
Austrian Grand Prix,1974,Iso Marlboro,Laffite,French,19
Austrian Grand Prix,1974,Iso Marlboro,Merzario,Italian,20
Austrian Grand Prix,1974,Shadow,Pryce,British,21
Austrian Grand Prix,1974,BRM,Beltoise,French,22
Austrian Grand Prix,1974,Ferrari,Lauda,Austrian,23
Austrian Grand Prix,1974,Lola,Stommelen,German,24
Austrian Grand Prix,1974,Tyrrell,Scheckter,South African,25
Austrian Grand Prix,1974,Hesketh,Scheckter,South African,26
Austrian Grand Prix,1974,Surtees,Kinnunen,Finnish,27
Austrian Grand Prix,1974,Surtees,Bell,British,28
Austrian Grand Prix,1974,Ensign,Wilds,British,29
Austrian Grand Prix,1974,Surtees,Jabouille,French,30
Austrian Grand Prix,1974,Brabham,Koinigg,Austrian,31
Italian Grand Prix,1974,Team Lotus,Peterson,Swedish,1
Italian Grand Prix,1974,McLaren,Fittipaldi,Brazilian,2
Italian Grand Prix,1974,Tyrrell,Scheckter,South African,3
Italian Grand Prix,1974,Iso Marlboro,Merzario,Italian,4
Italian Grand Prix,1974,Brabham,Pace,Brazilian,5
Italian Grand Prix,1974,McLaren,Hulme,New Zealander,6
Italian Grand Prix,1974,Brabham,Watson,British,7
Italian Grand Prix,1974,Lola,Hill,British,8
Italian Grand Prix,1974,McLaren,Hobbs,British,9
Italian Grand Prix,1974,Shadow,Pryce,British,10
Italian Grand Prix,1974,Tyrrell,Depailler,French,11
Italian Grand Prix,1974,Ferrari,Regazzoni,Swiss,12
Italian Grand Prix,1974,Ferrari,Lauda,Austrian,13
Italian Grand Prix,1974,Team Lotus,Ickx,Belgian,14
Italian Grand Prix,1974,Lola,Stommelen,German,15
Italian Grand Prix,1974,Iso Marlboro,Laffite,French,16
Italian Grand Prix,1974,Shadow,Jarier,French,17
Italian Grand Prix,1974,March,Brambilla,Italian,18
Italian Grand Prix,1974,Trojan,Schenken,Australian,19
Italian Grand Prix,1974,Brabham,Reutemann,Argentine,20
Italian Grand Prix,1974,March,Stuck,German,21
Italian Grand Prix,1974,BRM,Pescarolo,French,22
Italian Grand Prix,1974,Hesketh,Hunt,British,23
Italian Grand Prix,1974,BRM,Migault,French,24
Italian Grand Prix,1974,BRM,Beltoise,French,25
Italian Grand Prix,1974,Surtees,Dolhem,French,26
Italian Grand Prix,1974,Brabham,Facetti,Italian,27
Italian Grand Prix,1974,Surtees,Bell,British,28
Italian Grand Prix,1974,Ensign,Wilds,British,29
Italian Grand Prix,1974,Amon,Amon,New Zealander,30
Italian Grand Prix,1974,Surtees,Kinnunen,Finnish,31
Canadian Grand Prix,1974,McLaren,Fittipaldi,Brazilian,1
Canadian Grand Prix,1974,Ferrari,Regazzoni,Swiss,2
Canadian Grand Prix,1974,Team Lotus,Peterson,Swedish,3
Canadian Grand Prix,1974,Hesketh,Hunt,British,4
Canadian Grand Prix,1974,Tyrrell,Depailler,French,5
Canadian Grand Prix,1974,McLaren,Hulme,New Zealander,6
Canadian Grand Prix,1974,Parnelli,Andretti,American,7
Canadian Grand Prix,1974,Brabham,Pace,Brazilian,8
Canadian Grand Prix,1974,Brabham,Reutemann,Argentine,9
Canadian Grand Prix,1974,Surtees,Koinigg,Austrian,10
Canadian Grand Prix,1974,Lola,Stommelen,German,11
Canadian Grand Prix,1974,Penske,Donohue,American,12
